Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
134,1988,NBA,2,33,MIA,Grant Long\longgr01,22.114,F,us,Eastern Michigan University,1989,2003,1003,28.4,9.5,6.1,1.7,1.2,0.4,.467,.474,.283,.761,60.1,.101
135,2008,NBA,1,10,NJN,Brook Lopez\lopezbr01,20.091,C,us,Stanford,2009,2019,717,30.9,17.3,6.5,1.5,0.6,1.7,.498,.521,.347,.791,60.1,.130
136,2004,NBA,2,43,NYK,Trevor Ariza\arizatr01,18.364,F,us,UCLA,2005,2019,1011,29.8,10.7,4.8,2.2,1.5,0.3,.422,.482,.351,.728,60.0,.095
137,2008,NBA,1,26,SAS,George Hill\hillge01,22.059,G,us,IUPUI,2009,2019,726,28.2,11.2,3.1,3.2,0.9,0.3,.453,.496,.378,.801,59.9,.140
138,2001,NBA,1,25,SAC,Gerald Wallace\wallage01,18.344,F,us,Alabama,2002,2015,832,29.7,11.9,5.8,2.1,1.4,0.8,.469,.502,.312,.709,59.7,.116
139,2007,NBA,1,12,PHI,Thaddeus Young\youngth01,19.011,F,us,Georgia Tech,2008,2019,901,30.7,13.4,6.0,1.7,1.5,0.4,.501,.524,.329,.673,59.7,.103
140,1990,NBA,2,29,CHI,Toni Kukoč\kukocto01,21.287,F,hr,,1994,2006,846,26.3,11.6,4.2,3.7,1.0,0.3,.447,.488,.335,.729,59.6,.129
141,1990,NBA,2,45,IND,Antonio Davis\davisan01,21.244,F-C,us,Texas-El Paso,1994,2006,903,28.9,10.0,7.5,1.1,0.5,1.0,.448,.449,.087,.727,59.6,.110
142,1994,NBA,1,5,WSB,Juwan Howard\howarju01,21.147,F,us,Michigan,1995,2013,1208,30.3,13.4,6.1,2.2,0.7,0.3,.469,.470,.120,.764,59.4,.078
143,2005,NBA,2,45,PHI,Lou Williams\willilo02,18.249,G,us,,2006,2019,936,24.6,14.2,2.2,3.3,0.9,0.2,.421,.459,.349,.839,59.4,.124
144,2001,NBA,1,5,GSW,Jason Richardson\richaja01,20.163,G,us,Michigan State,2002,2015,857,34.1,17.1,5.0,2.7,1.2,0.4,.438,.474,.370,.707,59.1,.097
145,1994,NBA,1,4,MIN,Donyell Marshall\marshdo01,21.047,F,us,UConn,1995,2009,957,26.2,11.2,6.7,1.4,0.8,0.9,.435,.468,.350,.731,59.0,.113
146,2006,NBA,1,11,ORL,J.J. Redick\redicjj01,22.009,G,us,Duke,2007,2019,836,25.9,12.9,2.0,2.0,0.5,0.1,.448,.484,.413,.890,58.9,.131
147,2002,NBA,1,3,GSW,Mike Dunleavy\dunlemi02,21.289,F-G,us,Duke,2003,2017,986,27.7,11.2,4.3,2.2,0.7,0.3,.441,.481,.377,.803,58.5,.103
148,1992,NBA,1,9,PHI,Clarence Weatherspoon\weathcl01,21.295,F,us,University of Southern Mississippi,1993,2005,915,30.3,11.5,7.5,1.5,1.0,0.9,.471,.473,.196,.743,58.4,.101
149,2006,NBA,1,21,PHO,Rajon Rondo\rondora01,20.131,G,us,Kentucky,2007,2019,825,31.7,10.4,4.8,8.5,1.7,0.1,.460,.483,.315,.605,58.4,.107
150,2011,NBA,1,1,CLE,Kyrie Irving\irvinky01,19.096,G,au,Duke,2012,2019,508,33.8,22.2,3.6,5.7,1.3,0.3,.465,.498,.390,.875,58.4,.163
151,1987,NBA,1,2,PHO,Armen Gilliam\gilliar01,23.030,F-C,us,UNLV,1988,2000,929,28.4,13.7,6.9,1.2,0.7,0.7,.489,.490,.000,.776,58.1,.106
152,1988,NBA,1,2,IND,Rik Smits\smitsri01,21.315,C,nl,Marist College,1989,2000,867,26.6,14.8,6.1,1.4,0.4,1.3,.507,.508,.115,.773,56.6,.118
153,2012,NBA,1,9,DET,Andre Drummond\drumman01,18.327,C,us,UConn,2013,2019,542,30.8,14.1,13.7,1.2,1.3,1.6,.543,.547,.147,.448,56.4,.162
154,1992,NBA,1,24,GSW,Latrell Sprewell\sprewla01,21.295,G,us,Alabama,1993,2005,913,38.6,18.3,4.1,4.0,1.4,0.4,.425,.451,.337,.804,56.3,.077
155,1990,NBA,1,11,GSW,Tyrone Hill\hillty01,22.105,F,us,Xavier,1991,2004,801,28.0,9.4,8.6,0.8,0.8,0.5,.502,.503,.000,.643,56.2,.120
156,1993,NBA,2,37,LAL,Nick Van Exel\vanexni01,21.221,G,us,Cincinnati,1994,2006,880,32.9,14.4,2.9,6.6,0.8,0.1,.405,.433,.357,.794,55.9,.093
157,2000,NBA,2,43,MIL,Michael Redd\reddmi01,20.314,G,us,Ohio State,2001,2012,629,32.0,19.0,3.8,2.1,0.9,0.1,.447,.475,.380,.838,55.9,.134
158,1989,NBA,1,3,SAS,Sean Elliott\elliose01,21.151,F,us,Arizona,1990,2001,742,33.0,14.2,4.3,2.6,0.8,0.4,.465,.486,.375,.799,55.7,.109
159,1992,NBA,1,17,SEA,Doug Christie\chrisdo01,22.052,G-F,us,Pepperdine,1993,2007,827,31.5,11.2,4.1,3.6,1.9,0.5,.426,.456,.354,.821,55.7,.102
160,1995,NBA,1,7,TOR,Damon Stoudamire\stoudda01,21.303,G,us,Arizona,1996,2008,878,33.2,13.4,3.5,6.1,1.1,0.1,.406,.430,.357,.833,55.4,.091
161,1989,NBA,1,11,ORL,Nick Anderson\anderni01,21.164,F-G,us,Illinois,1990,2002,800,31.2,14.4,5.1,2.6,1.4,0.5,.446,.485,.356,.667,55.3,.106
162,1993,NBA,1,11,DET,Allan Houston\houstal01,22.077,G,us,Tennessee,1994,2005,839,33.7,17.3,2.9,2.4,0.7,0.2,.444,.460,.402,.863,55.3,.094
163,2005,NBA,2,56,DET,Amir Johnson\johnsam01,18.063,F-C,us,,2006,2019,870,21.1,7.0,5.4,1.2,0.6,1.0,.570,.588,.332,.673,55.3,.145
164,1988,NBA,1,1,LAC,Danny Manning\mannida01,22.048,F-C,us,Kansas,1989,2003,883,27.4,14.0,5.2,2.3,1.1,0.9,.511,.517,.206,.729,55.1,.109
165,2004,NBA,1,5,WAS,Devin Harris\harride01,21.123,G,us,Wisconsin,2005,2019,985,24.3,10.8,2.2,3.9,1.0,0.2,.432,.481,.325,.796,54.9,.110
166,2006,NBA,1,8,HOU,Rudy Gay\gayru01,19.320,F,us,UConn,2007,2019,879,34.0,17.6,5.9,2.2,1.3,0.8,.456,.483,.348,.796,54.9,.088
167,2001,NBA,2,38,DET,Mehmet Okur\okurme01,22.038,C-F,tr,,2003,2012,634,29.1,13.5,7.0,1.7,0.5,0.7,.458,.484,.375,.797,54.7,.142
168,1994,NBA,1,8,SAC,Brian Grant\grantbr01,22.121,F,us,Xavier,1995,2006,756,28.3,10.5,7.4,1.2,0.6,0.7,.490,.491,.214,.746,54.5,.122
169,1999,NBA,1,2,VAN,Steve Francis\francst01,22.134,G,us,Maryland,2000,2008,576,37.6,18.1,5.6,6.0,1.5,0.4,.429,.451,.341,.797,54.1,.120
170,2008,NBA,1,25,HOU,Nicolas Batum\batumni01,19.199,F-G,fr,,2009,2019,767,31.6,11.8,5.3,3.8,1.0,0.6,.435,.503,.358,.841,54.1,.107
171,1987,NBA,1,12,WSB,Muggsy Bogues\boguemu01,22.169,G,us,Wake Forest,1988,2001,889,28.6,7.7,2.6,7.6,1.5,0.0,.458,.470,.278,.827,54.0,.102
172,1999,NBA,1,6,MIN,Wally Szczerbiak\szczewa02,22.122,F,es,Miami University,2000,2009,651,30.8,14.1,4.0,2.4,0.6,0.2,.485,.505,.406,.860,53.3,.127
173,2013,NBA,1,15,MIL,Giannis Antetokounmpo\antetgi01,18.208,F-G,gr,,2014,2019,465,32.7,18.8,8.3,4.1,1.2,1.3,.521,.557,.277,.742,53.2,.168
174,2013,NBA,1,27,DEN,Rudy Gobert\goberru01,21.006,C,fr,,2014,2019,406,28.7,11.1,10.5,1.3,0.7,2.2,.629,.629,.000,.631,52.8,.218
175,1996,NBA,1,10,IND,Erick Dampier\dampier01,20.353,C,us,Mississippi State,1997,2012,987,24.3,7.4,7.1,0.8,0.3,1.4,.498,.499,.125,.626,52.7,.105
176,2003,NBA,2,42,ORL,Zaza Pachulia\pachuza01,19.141,C,ge,,2004,2019,1098,20.3,6.8,5.8,1.3,0.7,0.3,.469,.472,.000,.751,52.7,.114
177,2003,NBA,1,7,CHI,Kirk Hinrich\hinriki01,22.180,G,us,Kansas,2004,2016,879,30.7,10.9,2.9,4.8,1.1,0.3,.411,.432,.375,.800,52.5,.093
178,1995,NBA,1,3,PHI,Jerry Stackhouse\stackje01,20.240,G-F,us,UNC,1996,2013,970,31.2,16.9,3.2,3.3,0.9,0.5,.409,.441,.309,.822,52.4,.083
179,1998,NBA,2,41,HOU,Cuttino Mobley\moblecu01,22.302,G,us,Rhode Island,1999,2009,747,37.0,16.0,3.9,2.7,1.2,0.4,.433,.455,.378,.835,52.2,.091
180,1999,NBA,1,18,DEN,James Posey\poseyja01,22.173,F-G,us,Xavier,2000,2011,864,26.9,8.6,4.7,1.6,1.1,0.3,.410,.467,.349,.820,51.6,.107
181,2003,NBA,1,21,ATL,Boris Diaw\diawbo01,21.076,F-C,fr,,2004,2017,1064,27.0,8.6,4.4,3.5,0.6,0.5,.493,.529,.336,.717,51.6,.086
182,2001,NBA,1,26,PHI,Samuel Dalembert\dalemsa01,20.053,C,ht,Seton Hall,2002,2015,886,24.4,7.7,7.8,0.5,0.5,1.7,.521,.522,.083,.706,51.3,.114
183,2001,NBA,2,31,GSW,Gilbert Arenas\arenagi01,19.177,G,us,Arizona,2002,2012,552,35.1,20.7,3.9,5.3,1.6,0.2,.421,.458,.351,.803,51.3,.127
184,2004,NBA,1,17,ATL,Josh Smith\smithjo03,18.206,F,us,,2005,2018,894,32.4,14.5,7.4,3.1,1.2,1.9,.452,.480,.285,.632,51.0,.084
185,2008,NBA,2,45,SAS,Goran Dragić\dragigo01,22.057,G,si,,2009,2019,758,28.0,13.7,3.1,4.8,1.0,0.2,.466,.508,.363,.762,51.0,.115
186,2002,NBA,1,10,MIA,Caron Butler\butleca01,22.110,F,us,UConn,2003,2016,881,32.2,14.1,5.0,2.3,1.3,0.2,.434,.456,.348,.847,50.9,.086
187,2005,NBA,1,1,MIL,Andrew Bogut\bogutan01,20.217,C,au,Utah,2006,2019,706,28.1,9.6,8.7,2.2,0.6,1.5,.535,.537,.120,.557,50.6,.122
188,2008,NBA,1,6,NYK,Danilo Gallinari\gallida01,19.327,F,it,,2009,2019,549,31.1,15.9,4.9,2.0,0.8,0.4,.425,.464,.376,.871,50.4,.142
189,1986,NBA,2,29,CLE,Johnny Newman\newmajo01,22.207,F-G,us,University of Richmond,1987,2002,1159,24.5,11.0,2.2,1.5,0.9,0.2,.461,.489,.336,.810,50.3,.085
190,2001,NBA,1,14,GSW,Troy Murphy\murphtr01,21.061,F-C,us,Notre Dame,2002,2013,729,27.3,10.8,7.8,1.5,0.7,0.4,.445,.464,.388,.785,50.3,.121
191,1986,NBA,2,30,SEA,Nate McMillan\mcmilna01,21.323,G-F,us,NC State,1987,1998,796,25.7,5.9,4.0,6.1,1.9,0.4,.443,.470,.343,.650,50.2,.118
192,2009,NBA,1,21,NOH,Darren Collison\collida01,21.312,G,us,UCLA,2010,2019,708,29.4,12.5,2.7,5.0,1.2,0.1,.471,.495,.394,.853,49.9,.115
193,2009,NBA,1,26,CHI,Taj Gibson\gibsota01,24.007,F,us,USC,2010,2019,737,25.9,9.8,6.4,1.0,0.6,1.1,.512,.517,.212,.709,49.8,.125
194,2010,NBA,1,7,DET,Greg Monroe\monrogr01,20.025,C-F,us,Georgetown,2011,2019,632,27.7,13.2,8.3,2.1,1.1,0.6,.514,.515,.059,.704,49.7,.136
195,1989,NBA,1,16,SEA,Dana Barros\barroda01,22.081,G,us,Boston College,1990,2004,850,22.9,10.5,1.9,3.3,0.9,0.1,.460,.488,.411,.858,49.6,.122
196,2010,NBA,1,3,NJN,Derrick Favors\favorde01,18.349,F-C,us,Georgia Tech,2011,2019,632,25.7,11.6,7.2,1.1,0.8,1.3,.525,.535,.210,.664,49.5,.146
197,2005,NBA,1,17,IND,Danny Granger\grangda01,22.075,F,us,New Mexico,2006,2015,586,31.5,16.8,4.9,1.9,1.0,0.8,.434,.463,.380,.848,48.5,.126
198,2011,NBA,1,9,CHA,Kemba Walker\walkeke02,21.051,G,us,UConn,2012,2019,605,34.1,19.8,3.8,5.5,1.3,0.4,.418,.452,.357,.835,48.5,.113
199,2004,NBA,1,20,DEN,Jameer Nelson\nelsoja01,22.141,G,us,Saint Joseph's,2005,2018,878,27.9,11.3,3.0,5.1,0.9,0.1,.436,.474,.368,.810,48.3,.094
200,2009,NBA,1,19,ATL,Jeff Teague\teaguje01,21.020,G,us,Wake Forest,2010,2019,712,27.7,12.7,2.5,5.8,1.2,0.3,.445,.475,.356,.842,48.3,.117
201,2000,NBA,1,1,NJN,Kenyon Martin\martike01,22.186,F,us,Cincinnati,2001,2015,757,30.6,12.3,6.8,1.9,1.2,1.1,.483,.492,.234,.629,48.0,.100
202,1995,NBA,1,18,DET,Theo Ratliff\ratlith01,22.077,C-F,us,Wyoming,1996,2011,810,25.3,7.2,5.7,0.6,0.5,2.4,.496,.496,.000,.710,47.9,.112
203,2010,NBA,1,9,UTA,Gordon Hayward\haywago01,20.098,F-G,us,Butler,2011,2019,589,30.6,15.1,4.2,3.4,1.0,0.4,.446,.483,.364,.821,47.9,.128
204,1990,NBA,1,5,CHH,Kendall Gill\gillke01,22.038,G,us,Illinois,1991,2005,966,30.5,13.4,4.1,3.0,1.6,0.4,.434,.448,.300,.754,47.8,.078
205,1999,NBA,1,21,GSW,Jeff Foster\fosteje01,22.170,F-C,us,Texas State University,2000,2012,764,20.6,4.9,6.9,0.9,0.7,0.4,.497,.504,.130,.615,47.5,.145
206,1993,NBA,2,45,UTA,Bryon Russell\russebr01,22.187,F,us,Cal State Long Beach,1994,2006,841,23.5,7.9,3.5,1.3,1.0,0.2,.431,.465,.369,.750,47.4,.115
207,1986,NBA,1,24,POR,Arvydas Sabonis\sabonar01,21.185,C,lt,,1996,2003,470,24.2,12.0,7.3,2.1,0.8,1.1,.500,.520,.328,.786,47.3,.200
208,1988,NBA,2,50,PHO,Steve Kerr\kerrst01,22.280,G,lb,Arizona,1989,2003,910,17.8,6.0,1.2,1.8,0.5,0.1,.479,.494,.454,.864,47.2,.140
209,1994,NBA,1,13,DEN,Jalen Rose\roseja01,21.155,G-F,us,Michigan,1995,2007,923,30.3,14.3,3.5,3.8,0.8,0.3,.443,.464,.355,.801,47.2,.081
210,1993,NBA,1,8,MIL,Vin Baker\bakervi01,21.225,F,us,University of Hartford,1994,2006,791,32.5,15.0,7.4,1.9,0.7,1.0,.485,.490,.215,.638,47.0,.088
211,1997,NBA,1,4,VAN,Antonio Daniels\daniean01,22.104,G,us,Bowling Green,1998,2011,872,22.6,7.6,1.8,3.4,0.6,0.1,.444,.483,.311,.793,47.0,.115
212,1987,NBA,1,6,SAC,Kenny Smith\smithke01,22.111,G,us,UNC,1988,1997,737,30.1,12.8,2.0,5.5,1.0,0.1,.480,.503,.399,.829,46.8,.101
213,1987,NBA,1,8,CHI,Olden Polynice\polynol01,22.218,C-F,ht,Virginia,1988,2004,1058,23.5,7.8,6.7,0.7,0.5,0.6,.505,.507,.192,.535,46.8,.090
214,2011,NBA,1,11,GSW,Klay Thompson\thompkl01,21.140,G-F,us,Washington State,2012,2019,615,33.1,19.5,3.5,2.3,0.9,0.5,.459,.491,.419,.848,46.8,.110
215,2008,NBA,1,21,NJN,Ryan Anderson\anderry01,20.056,F,us,Cal,2009,2019,647,25.9,12.4,5.3,0.9,0.5,0.3,.422,.470,.380,.854,46.7,.134
216,2004,NBA,1,18,NOH,J.R. Smith\smithjr01,18.293,G-F,us,,2005,2019,971,27.0,12.5,3.2,2.1,1.0,0.2,.419,.463,.373,.732,46.4,.085
217,2004,NBA,2,30,ORL,Anderson Varejão\varejan01,21.275,F-C,br,,2005,2017,627,24.0,7.3,7.2,1.2,0.9,0.6,.510,.516,.024,.631,46.4,.148
218,2002,NBA,2,56,SAS,Luis Scola\scolalu01,22.062,F,ar,,2008,2017,743,25.6,12.0,6.7,1.6,0.6,0.3,.493,.499,.339,.740,45.7,.115
219,2015,NBA,1,1,MIN,Karl-Anthony Towns\townska01,19.227,C-F,us,Kentucky,2016,2019,323,34.4,22.3,11.9,2.6,0.8,1.5,.537,.572,.392,.836,45.4,.196
220,2004,NBA,1,2,CHA,Emeka Okafor\okafoem01,21.275,C-F,us,UConn,2005,2018,616,30.9,12.0,9.7,0.8,0.7,1.6,.512,.512,.000,.586,45.3,.114
221,2011,NBA,1,5,TOR,Jonas Valančiūnas\valanjo01,19.052,C,lt,,2013,2019,489,25.2,12.1,8.5,0.8,0.4,1.0,.558,.565,.357,.786,45.3,.177
222,2011,NBA,2,60,SAC,Isaiah Thomas\thomais02,22.141,G,us,Washington,2012,2019,485,29.4,18.6,2.5,5.1,0.9,0.1,.437,.486,.360,.874,45.3,.152
223,1989,NBA,1,18,CHI,B.J. Armstrong\armstbj01,21.297,G,us,Iowa,1990,2000,747,23.8,9.8,1.8,3.3,0.7,0.1,.477,.487,.425,.856,45.0,.121
224,2005,NBA,2,36,MIL,Ersan İlyasova\ilyaser01,18.049,F,tr,,2007,2019,745,23.9,10.6,5.8,1.1,0.7,0.4,.443,.481,.365,.773,44.9,.121
225,1996,NBA,1,8,NJN,Kerry Kittles\kittlke01,22.020,G,us,Villanova,1997,2005,507,33.4,14.1,3.9,2.6,1.6,0.4,.439,.463,.378,.780,44.8,.127
226,1991,NBA,1,24,BOS,Rick Fox\foxri01,21.342,F-G,ca,UNC,1992,2004,930,25.5,9.6,3.8,2.8,1.0,0.4,.450,.492,.349,.770,44.7,.090
227,2003,NBA,1,12,SEA,Nick Collison\collini01,22.248,F,us,Kansas,2005,2018,910,20.4,5.9,5.2,1.0,0.5,0.5,.534,.542,.208,.723,44.5,.115
228,2010,NBA,1,1,WAS,John Wall\walljo01,19.296,G,us,Kentucky,2011,2019,573,35.9,19.0,4.3,9.2,1.7,0.7,.433,.457,.324,.781,44.3,.104
229,2010,NBA,1,5,SAC,DeMarcus Cousins\couside01,19.320,C-F,us,Kentucky,2011,2019,565,32.0,21.2,10.9,3.2,1.4,1.2,.461,.477,.332,.737,44.1,.117
230,1994,NBA,1,23,PHO,Wesley Person\persowe01,23.099,G,us,Auburn,1995,2005,733,28.3,11.2,3.3,1.7,0.8,0.3,.457,.484,.418,.778,44.0,.102
231,1997,NBA,1,13,CLE,Derek Anderson\anderde01,22.348,G,us,Kentucky,1998,2008,615,29.2,12.0,3.2,3.4,1.1,0.1,.408,.440,.341,.853,43.9,.117
232,2002,NBA,1,4,MEM,Drew Gooden\goodedr01,20.280,F,us,Kansas,2003,2016,790,25.5,11.0,7.1,1.1,0.7,0.6,.462,.471,.257,.760,43.9,.105
233,1991,NBA,1,9,ATL,Stacey Augmon\augmost01,22.334,F-G,us,UNLV,1992,2006,1001,21.6,8.0,3.2,1.6,1.0,0.3,.469,.473,.152,.728,43.8,.097
234,2001,NBA,1,20,CLE,Brendan Haywood\haywobr01,21.218,C,us,UNC,2002,2015,816,22.9,6.8,6.0,0.5,0.4,1.4,.528,.528,.000,.587,43.8,.113
235,1993,NBA,1,4,DAL,Jamal Mashburn\mashbja01,20.218,F,us,Kentucky,1994,2004,611,37.3,19.1,5.4,4.0,1.0,0.2,.418,.439,.345,.766,43.7,.092
236,1995,NBA,2,43,MIL,Eric Snow\snower01,22.070,G,us,Michigan State,1996,2008,846,27.3,6.8,2.5,5.0,1.2,0.1,.424,.436,.208,.763,43.4,.090
237,2012,NBA,2,35,GSW,Draymond Green\greendr01,22.122,F,us,Michigan State,2013,2019,533,28.1,9.1,6.9,4.9,1.4,1.1,.439,.509,.323,.706,43.3,.139
238,2008,NBA,1,15,PHO,Robin Lopez\lopezro01,20.091,C,us,Stanford,2009,2019,766,23.0,9.1,5.3,0.8,0.2,1.2,.531,.534,.216,.757,43.0,.117
239,2002,NBA,2,46,MEM,Matt Barnes\barnema02,22.114,F,us,UCLA,2004,2017,929,23.6,8.2,4.6,1.8,0.8,0.5,.436,.522,.335,.745,42.8,.093
240,2005,NBA,2,33,NOH,Brandon Bass\bassbr01,20.064,F,us,LSU,2006,2017,758,21.6,8.7,4.5,0.8,0.4,0.6,.499,.502,.207,.832,42.8,.125
241,1998,NBA,1,25,IND,Al Harrington\harrial01,18.132,F,us,,1999,2014,981,28.6,13.5,5.6,1.7,0.9,0.3,.444,.474,.352,.727,42.5,.073
242,2007,NBA,1,22,CHA,Jared Dudley\dudleja01,21.358,F-G,us,Boston College,2008,2019,847,23.2,7.7,3.3,1.6,0.8,0.2,.465,.519,.392,.732,42.1,.103
243,2009,NBA,1,18,MIN,Ty Lawson\lawsoty01,21.240,G,us,UNC,2010,2017,551,29.2,12.7,2.7,6.0,1.2,0.1,.460,.493,.359,.770,42.1,.126
244,1998,NBA,1,15,ORL,Matt Harpring\harprma01,22.029,F,us,Georgia Tech,1999,2009,665,26.4,11.5,5.1,1.4,0.7,0.2,.481,.493,.333,.753,41.9,.114
245,2005,NBA,2,40,GSW,Monta Ellis\ellismo01,19.250,G,us,,2006,2017,833,34.8,17.8,3.5,4.6,1.7,0.3,.451,.482,.314,.772,41.9,.069
246,2008,NBA,1,9,CHA,D.J. Augustin\augusdj01,20.234,G,us,Texas,2009,2019,807,24.1,9.8,1.9,4.0,0.6,0.0,.413,.438,.381,.863,41.9,.104
247,1997,NBA,1,2,PHI,Keith Van Horn\vanhoke01,21.251,F,us,Utah,1998,2006,575,31.6,16.0,6.8,1.6,0.8,0.5,.443,.466,.361,.835,41.7,.110
248,2011,NBA,1,16,PHI,Nikola Vučević\vucevni01,20.247,C,ch,USC,2012,2019,536,30.0,15.7,10.1,2.4,0.9,0.9,.502,.515,.332,.741,41.7,.124
249,1986,NBA,1,11,DET,John Salley\sallejo01,22.037,F-C,us,Georgia Tech,1987,2000,748,22.1,7.0,4.5,1.2,0.6,1.3,.506,.507,.214,.714,41.5,.121
250,1986,NBA,1,15,UTA,Dell Curry\curryde01,21.362,G,us,Virginia Tech,1987,2002,1083,21.7,11.7,2.4,1.8,0.9,0.2,.457,.478,.402,.843,41.5,.085
251,2010,NBA,1,13,TOR,Ed Davis\davised01,21.024,F,us,UNC,2011,2019,640,20.2,6.5,6.8,0.8,0.5,0.8,.569,.570,.000,.584,41.3,.153
252,1988,NBA,1,3,PHI,Charles Smith\smithch01,22.353,F-C,us,Pitt,1989,1997,564,29.0,14.4,5.8,1.4,0.8,1.4,.475,.479,.194,.774,40.9,.120
253,1993,NBA,1,2,PHI,Shawn Bradley\bradlsh01,21.105,C,de,BYU,1994,2005,832,23.5,8.1,6.3,0.7,0.6,2.5,.457,.459,.103,.716,40.7,.100
254,1988,NBA,2,29,SAC,Vinny Del Negro\delnevi01,21.329,G,us,NC State,1989,2002,771,24.9,9.1,2.3,3.2,0.7,0.1,.475,.489,.359,.840,40.6,.101
255,1990,NBA,2,48,PHO,Cedric Ceballos\cebalce01,20.334,F,us,California State University Fullerton,1991,2001,609,24.2,14.3,5.3,1.2,0.7,0.3,.500,.524,.309,.753,40.4,.132
256,1992,NBA,1,6,WSB,Tom Gugliotta\guglito01,22.193,F,us,NC State,1993,2005,763,30.9,13.0,7.3,2.8,1.4,0.6,.451,.467,.284,.757,40.2,.082
257,2005,NBA,1,5,CHA,Raymond Felton\feltora01,21.007,G,us,UNC,2006,2019,971,29.7,11.2,3.0,5.2,1.2,0.2,.412,.445,.329,.790,40.2,.067
258,2007,NBA,1,5,BOS,Jeff Green\greenje02,20.309,F,us,Georgetown,2008,2019,860,30.0,13.2,4.5,1.6,0.7,0.5,.441,.483,.333,.805,40.2,.075
259,1994,NBA,1,17,POR,Aaron McKie\mckieaa01,21.275,G,us,Temple,1995,2007,793,24.2,7.4,3.3,2.7,1.2,0.2,.438,.461,.350,.779,40.0,.100
260,2003,NBA,2,47,UTA,Mo Williams\willima01,20.194,G,us,Alabama,2004,2016,818,29.2,13.2,2.8,4.9,0.9,0.1,.434,.460,.378,.871,40.0,.080
261,2011,NBA,1,4,CLE,Tristan Thompson\thomptr01,20.107,F-C,ca,Texas,2012,2019,562,27.8,9.2,8.6,0.9,0.5,0.7,.519,.520,.000,.610,40.0,.123
262,1998,NBA,1,17,MIN,Rasho Nesterović\nestera01,22.030,C,si,,1999,2010,811,22.2,6.8,5.1,1.0,0.4,1.2,.502,.503,.077,.585,39.9,.107
263,1994,NBA,1,1,MIL,Glenn Robinson\robingl01,21.175,F,us,Purdue,1995,2005,688,36.8,20.7,6.1,2.7,1.2,0.6,.459,.480,.340,.820,39.8,.075
264,2011,NBA,1,3,UTA,Enes Kanter\kanteen01,19.038,C,ch,,2012,2019,583,22.2,11.9,7.6,0.8,0.4,0.4,.541,.548,.294,.780,39.6,.147
265,1998,NBA,1,3,DEN,Raef LaFrentz\lafrera01,22.031,F-C,us,Kansas,1999,2008,563,25.8,10.1,6.1,1.1,0.5,1.6,.466,.505,.363,.711,39.4,.130
266,2011,NBA,1,19,CHA,Tobias Harris\harrito02,18.347,F,us,Tennessee,2012,2019,546,30.4,15.4,6.0,1.9,0.7,0.5,.471,.512,.364,.822,39.4,.114
267,2009,NBA,2,46,CLE,Danny Green\greenda02,22.009,G-F,us,UNC,2010,2019,620,25.4,9.0,3.5,1.6,1.0,0.8,.424,.457,.404,.817,39.2,.119
268,2009,NBA,1,17,PHI,Jrue Holiday\holidjr01,19.018,G,us,UCLA,2010,2019,652,33.1,15.6,3.8,6.4,1.5,0.5,.452,.486,.355,.784,39.1,.087
269,1986,NBA,1,4,IND,Chuck Person\persoch01,21.360,F,us,Auburn,1987,2000,943,30.7,14.7,5.1,2.8,0.7,0.2,.458,.495,.362,.723,38.9,.065
270,1987,NBA,1,22,BOS,Reggie Lewis\lewisre01,21.218,G-F,us,Northeastern University,1988,1993,450,32.6,17.6,4.3,2.6,1.3,0.9,.488,.494,.200,.824,38.9,.127
271,2005,NBA,1,8,NYK,Channing Frye\fryech01,22.048,C-F,us,Arizona,2006,2019,890,22.2,8.7,4.5,1.0,0.5,0.6,.440,.477,.388,.822,38.9,.094
272,2014,NBA,2,41,DEN,Nikola Jokić\jokicni01,19.132,C-F,rs,,2016,2019,308,28.3,16.3,9.6,5.1,1.1,0.7,.523,.571,.345,.828,38.9,.214
273,1993,NBA,1,9,DEN,Rodney Rogers\rogerro01,22.016,F,us,Wake Forest,1994,2005,866,25.3,10.9,4.5,2.0,1.0,0.5,.451,.486,.347,.690,38.8,.085
274,2011,NBA,1,22,DEN,Kenneth Faried\farieke01,21.221,F,us,Morehead State University,2012,2019,478,24.5,11.4,8.1,1.0,0.7,0.8,.546,.550,.222,.654,38.8,.159
275,2004,NBA,1,25,BOS,Tony Allen\allento01,22.170,G-F,us,Oklahoma State,2005,2018,820,22.0,8.1,3.5,1.3,1.4,0.4,.475,.492,.282,.709,38.7,.103
276,2008,NBA,1,22,ORL,Courtney Lee\leeco01,22.272,G,us,Western Kentucky,2009,2019,787,27.4,9.7,2.7,1.7,1.0,0.3,.450,.484,.387,.853,38.7,.086
277,2013,NBA,1,12,OKC,Steven Adams\adamsst01,19.347,C,nz,Pitt,2014,2019,467,26.8,9.7,7.4,1.0,0.9,1.0,.588,.589,.000,.553,38.7,.148
278,2006,NBA,1,13,PHI,Thabo Sefolosha\sefolth01,22.062,G-F,ch,,2007,2019,828,22.5,5.9,3.8,1.4,1.1,0.4,.450,.501,.352,.735,38.6,.100
